,Canopytemp
Datetime,
13/01/2016 11:25,43.74
13/01/2016 11:30,42.98
13/01/2016 11:35,42.16
13/01/2016 11:40,42.03
13/01/2016 11:45,41.84
13/01/2016 11:50,41.05
13/01/2016 11:55,41.1
13/01/2016 12:00,39.61
13/01/2016 12:05,39.46
13/01/2016 12:10,38.71
13/01/2016 12:15,38.61
13/01/2016 12:20,38.03
13/01/2016 12:25,30.94
13/01/2016 12:30,30.78
13/01/2016 12:35,30.34
13/01/2016 12:40,30.06
13/01/2016 12:45,30.65
13/01/2016 12:50,30.67
13/01/2016 12:55,30.2
13/01/2016 13:00,30.54
13/01/2016 13:05,30.43
13/01/2016 13:10,31.06
13/01/2016 13:15,30.37
13/01/2016 13:20,30.36
13/01/2016 13:25,31.05
13/01/2016 13:30,30.84
13/01/2016 13:35,30.5
13/01/2016 13:40,30.97
13/01/2016 13:45,30.96
13/01/2016 13:50,31.07
13/01/2016 13:55,30.27
13/01/2016 14:00,31.5
13/01/2016 14:05,35.53
13/01/2016 14:10,32.42
13/01/2016 14:15,32.68
13/01/2016 14:20,33.98
13/01/2016 14:25,34.14
13/01/2016 14:30,35.44
13/01/2016 14:35,35.13
13/01/2016 14:40,36.7
13/01/2016 14:45,36.77
13/01/2016 14:50,38.61
13/01/2016 14:55,38.65
13/01/2016 15:00,38.28
13/01/2016 15:05,37.37
13/01/2016 15:10,38.56
13/01/2016 15:15,37.03
13/01/2016 15:20,37.19
13/01/2016 15:25,33.83
13/01/2016 15:30,33.16
13/01/2016 15:35,32.63
13/01/2016 15:40,32.19
13/01/2016 15:45,31.05
13/01/2016 15:50,30.06
13/01/2016 15:55,28.37
13/01/2016 16:00,27.81
13/01/2016 16:05,27.99
13/01/2016 16:10,28.31
13/01/2016 16:20,28.09
13/01/2016 16:25,28.31
13/01/2016 16:35,28.43
13/01/2016 16:40,28.8
13/01/2016 16:45,28.08
13/01/2016 16:50,28.41
13/01/2016 16:55,27.89
13/01/2016 17:00,27.67
13/01/2016 17:05,28.05
13/01/2016 17:10,28.08
13/01/2016 17:15,27.56
13/01/2016 17:20,27.95
13/01/2016 17:25,28.84
13/01/2016 17:30,27.78
13/01/2016 17:35,27.5
13/01/2016 17:40,27.77
13/01/2016 17:45,28.1
13/01/2016 17:50,28.21
13/01/2016 17:55,27.94
13/01/2016 18:05,29.72
13/01/2016 18:10,28.25
13/01/2016 18:15,28.6
13/01/2016 18:20,28.98
13/01/2016 18:25,29.37
13/01/2016 18:30,29.34
13/01/2016 18:35,29.57
13/01/2016 18:40,30.05
13/01/2016 18:50,29.78
13/01/2016 18:55,29.64
13/01/2016 19:00,29.09
13/01/2016 19:05,28.56
13/01/2016 19:10,27.67
13/01/2016 19:15,27.66
13/01/2016 19:20,27.7
13/01/2016 19:25,27.46
13/01/2016 19:30,27.21
13/01/2016 19:35,27.12
13/01/2016 19:40,26.92
13/01/2016 19:45,26.65
13/01/2016 19:50,26.43
13/01/2016 19:55,26.22
13/01/2016 20:00,26.07
13/01/2016 20:05,25.91
13/01/2016 20:10,25.77
13/01/2016 20:15,25.67
13/01/2016 20:20,25.56
13/01/2016 20:25,25.42
13/01/2016 20:30,25.3
13/01/2016 20:35,25.21
13/01/2016 20:40,25.12
13/01/2016 20:50,25.1
13/01/2016 20:55,25.08
13/01/2016 21:05,24.91
13/01/2016 21:10,24.87
13/01/2016 21:20,24.91
13/01/2016 21:25,24.92
13/01/2016 21:30,24.92
13/01/2016 21:35,24.81
13/01/2016 21:40,24.6
13/01/2016 21:45,24.47
13/01/2016 21:50,24.2
13/01/2016 21:55,24.01
13/01/2016 22:00,23.94
13/01/2016 22:05,23.73
13/01/2016 22:10,23.64
13/01/2016 22:15,23.55
13/01/2016 22:20,23.49
13/01/2016 22:25,23.38
13/01/2016 22:30,23.37
13/01/2016 22:35,23.28
13/01/2016 22:40,23.17
13/01/2016 22:45,23.19
13/01/2016 22:50,23.18
13/01/2016 22:55,23.17
13/01/2016 23:00,23.19
13/01/2016 23:05,23.14
13/01/2016 23:10,23.01
13/01/2016 23:15,22.91
13/01/2016 23:20,22.86
13/01/2016 23:25,22.81
13/01/2016 23:30,22.7
13/01/2016 23:35,22.63
13/01/2016 23:40,22.6
13/01/2016 23:45,22.52
13/01/2016 23:50,22.49
13/01/2016 23:55,22.44
14/01/2016 0:00,22.41
14/01/2016 0:05,22.31
14/01/2016 0:10,22.27
14/01/2016 0:15,22.25
14/01/2016 0:20,22.22
14/01/2016 0:25,22.19
14/01/2016 0:30,22.11
14/01/2016 0:35,22.09
14/01/2016 0:40,22.06
14/01/2016 0:45,22.03
14/01/2016 0:50,22.03
14/01/2016 0:55,22.01
14/01/2016 1:00,22.04
14/01/2016 1:05,22.02
14/01/2016 1:10,22.01
14/01/2016 1:15,21.9
14/01/2016 1:20,21.92
14/01/2016 1:25,21.9
14/01/2016 1:30,21.83
14/01/2016 1:35,21.81
14/01/2016 1:40,21.79
14/01/2016 1:45,21.82
14/01/2016 1:50,21.74
14/01/2016 1:55,21.64
14/01/2016 2:00,21.57
14/01/2016 2:05,21.51
14/01/2016 2:10,21.5
14/01/2016 2:15,21.6
14/01/2016 2:20,21.57
14/01/2016 2:25,21.48
14/01/2016 2:30,21.43
14/01/2016 2:35,21.44
14/01/2016 2:40,21.38
14/01/2016 2:45,21.36
14/01/2016 2:50,21.28
14/01/2016 2:55,21.38
14/01/2016 3:00,21.38
14/01/2016 3:05,21.34
14/01/2016 3:10,21.31
14/01/2016 3:15,21.29
14/01/2016 3:20,21.24
14/01/2016 3:25,21.24
14/01/2016 3:30,21.26
14/01/2016 3:35,21.24
14/01/2016 3:40,21.2
14/01/2016 3:45,21.22
14/01/2016 3:50,21.2
14/01/2016 3:55,21.2
14/01/2016 4:00,21.32
14/01/2016 4:05,21.41
14/01/2016 4:10,21.43
14/01/2016 4:15,21.47
14/01/2016 4:20,21.48
14/01/2016 4:25,21.42
14/01/2016 4:30,21.4
14/01/2016 4:35,21.43
14/01/2016 4:40,21.34
14/01/2016 4:50,21.3
14/01/2016 4:55,21.31
14/01/2016 5:00,21.26
14/01/2016 5:05,21.22
14/01/2016 5:10,21.24
14/01/2016 5:15,21.21
14/01/2016 5:20,21.16
14/01/2016 5:25,21.09
14/01/2016 5:30,21.1
14/01/2016 5:35,21.08
14/01/2016 5:40,21.1
14/01/2016 5:45,21.14
14/01/2016 5:50,21.16
14/01/2016 5:55,21.36
14/01/2016 6:00,21.44
14/01/2016 6:05,21.47
14/01/2016 6:10,21.46
14/01/2016 6:15,21.53
14/01/2016 6:20,21.48
14/01/2016 6:25,21.47
14/01/2016 6:30,21.51
14/01/2016 6:35,21.58
14/01/2016 6:40,21.58
14/01/2016 6:45,21.61
14/01/2016 6:50,21.6
14/01/2016 6:55,21.55
14/01/2016 7:00,21.53
14/01/2016 7:05,21.58
14/01/2016 7:10,21.62
14/01/2016 7:15,21.71
14/01/2016 7:20,21.87
14/01/2016 7:25,22.72
14/01/2016 7:30,23.23
14/01/2016 7:35,23.8
14/01/2016 7:40,24.11
14/01/2016 7:45,24.31
14/01/2016 7:50,24.56
14/01/2016 7:55,24.71
14/01/2016 8:05,24.65
14/01/2016 8:10,24.74
14/01/2016 8:15,24.87
14/01/2016 8:20,24.93
14/01/2016 8:25,25.51
14/01/2016 8:30,25.41
14/01/2016 8:35,25.51
14/01/2016 8:40,25.27
14/01/2016 8:45,25.65
14/01/2016 8:50,25.75
14/01/2016 8:55,25.75
14/01/2016 9:00,26.17
14/01/2016 9:05,26.29
14/01/2016 9:10,26.55
14/01/2016 9:15,26.6
14/01/2016 9:20,26.56
14/01/2016 9:25,26.79
14/01/2016 9:30,26.96
14/01/2016 9:35,27.22
14/01/2016 9:40,27.54
14/01/2016 9:50,27.23
14/01/2016 9:55,27.48
14/01/2016 10:05,27.62
14/01/2016 10:10,28.2
14/01/2016 10:20,28.48
14/01/2016 10:25,28.79
14/01/2016 10:30,28.98
14/01/2016 10:35,29.54
14/01/2016 10:40,29.45
14/01/2016 10:50,29.67
14/01/2016 10:55,29.78
14/01/2016 11:00,29.85
14/01/2016 11:05,30.28
14/01/2016 11:10,30.44
14/01/2016 11:15,30.44
14/01/2016 11:20,30.8
14/01/2016 11:25,30.78
14/01/2016 11:30,31.05
14/01/2016 11:35,31.19
14/01/2016 11:40,31.19
14/01/2016 11:45,31.76
14/01/2016 11:50,31.88
14/01/2016 11:55,31.76
14/01/2016 12:05,32.51
14/01/2016 12:10,31.97
14/01/2016 12:15,32.34
14/01/2016 12:20,32.55
14/01/2016 12:25,32.45
14/01/2016 12:30,32.19
14/01/2016 12:35,33.29
14/01/2016 12:40,33.13
14/01/2016 12:45,33.45
14/01/2016 12:50,33.63
14/01/2016 12:55,33.33
14/01/2016 13:00,33.73
14/01/2016 13:05,34.18
14/01/2016 13:10,33.86
14/01/2016 13:20,33.63
14/01/2016 13:25,33.89
14/01/2016 13:30,33.81
14/01/2016 13:35,33.88
14/01/2016 13:40,34.98
14/01/2016 13:45,33.94
14/01/2016 13:50,34.36
14/01/2016 13:55,34.37
14/01/2016 14:00,34.48
14/01/2016 14:05,35.47
14/01/2016 14:10,34.48
14/01/2016 14:15,36.35
14/01/2016 14:20,34.99
14/01/2016 14:25,35.18
14/01/2016 14:35,34.53
14/01/2016 14:40,34.73
14/01/2016 14:45,34.6
14/01/2016 14:50,34.38
14/01/2016 14:55,34.11
14/01/2016 15:00,34.34
14/01/2016 15:05,34.23
14/01/2016 15:10,34.67
14/01/2016 15:15,34.5
14/01/2016 15:20,34.42
14/01/2016 15:25,34.51
14/01/2016 15:30,34.12
14/01/2016 15:35,34.99
14/01/2016 15:40,32.35
14/01/2016 15:45,33.06
14/01/2016 15:50,33.8
14/01/2016 15:55,33.69
14/01/2016 16:00,34.25
14/01/2016 16:05,34.65
14/01/2016 16:10,33.39
14/01/2016 16:15,32.92
14/01/2016 16:20,31.69
14/01/2016 16:25,30.87
14/01/2016 16:30,30.33
14/01/2016 16:35,31.03
14/01/2016 16:40,32.59
14/01/2016 16:45,33.64
14/01/2016 16:50,32.39
14/01/2016 16:55,32.43
14/01/2016 17:00,32.67
14/01/2016 17:05,32.76
14/01/2016 17:10,32.42
14/01/2016 17:15,32.35
14/01/2016 17:20,32.39
14/01/2016 17:25,33.11
14/01/2016 17:30,32.88
14/01/2016 17:35,32.71
14/01/2016 17:40,32.53
14/01/2016 17:45,33.17
14/01/2016 17:50,32.59
14/01/2016 17:55,32.25
14/01/2016 18:00,31.11
14/01/2016 18:05,30.47
14/01/2016 18:10,28.82
14/01/2016 18:15,28.28
14/01/2016 18:20,27.48
14/01/2016 18:25,27.03
14/01/2016 18:30,26.78
14/01/2016 18:35,26.77
14/01/2016 18:40,26.49
14/01/2016 18:45,26.58
14/01/2016 18:50,26.45
14/01/2016 18:55,26.38
14/01/2016 19:00,26.44
14/01/2016 19:05,26.27
14/01/2016 19:10,26.18
14/01/2016 19:15,26.24
14/01/2016 19:20,26.26
14/01/2016 19:25,26.11
14/01/2016 19:30,26.01
14/01/2016 19:35,25.88
14/01/2016 19:40,25.73
14/01/2016 19:45,25.6
14/01/2016 19:50,25.48
14/01/2016 19:55,25.37
14/01/2016 20:00,25.39
14/01/2016 20:05,25.46
14/01/2016 20:10,25.37
14/01/2016 20:15,25.42
14/01/2016 20:20,25.2
14/01/2016 20:25,25.07
14/01/2016 20:30,25.11
14/01/2016 20:35,24.9
14/01/2016 20:40,24.49
14/01/2016 20:45,24.13
14/01/2016 20:50,24.05
14/01/2016 20:55,23.89
14/01/2016 21:00,23.77
14/01/2016 21:05,23.76
14/01/2016 21:10,23.61
14/01/2016 21:15,23.52
14/01/2016 21:20,23.41
14/01/2016 21:25,23.32
14/01/2016 21:30,23.2
14/01/2016 21:35,23.09
14/01/2016 21:40,23.09
14/01/2016 21:45,23
14/01/2016 21:50,22.92
14/01/2016 21:55,22.82
14/01/2016 22:00,22.84
14/01/2016 22:05,22.85
14/01/2016 22:10,22.89
14/01/2016 22:15,23.03
14/01/2016 22:20,23.05
14/01/2016 22:25,23.05
14/01/2016 22:30,22.96
14/01/2016 22:35,22.99
14/01/2016 22:40,23.01
14/01/2016 22:50,23.11
14/01/2016 22:55,23.19
14/01/2016 23:00,23.25
14/01/2016 23:05,23.25
14/01/2016 23:10,23.21
14/01/2016 23:15,23.19
14/01/2016 23:20,23.25
14/01/2016 23:25,23.22
14/01/2016 23:30,23.21
14/01/2016 23:35,23.18
14/01/2016 23:40,23.19
14/01/2016 23:45,23.11
14/01/2016 23:50,23.07
14/01/2016 23:55,23.08
15/01/2016 0:00,23.1
15/01/2016 0:05,23.17
15/01/2016 0:10,23.2
15/01/2016 0:15,23.26
15/01/2016 0:20,23.21
15/01/2016 0:25,23.25
15/01/2016 0:30,23.21
15/01/2016 0:35,23.21
15/01/2016 0:40,23.21
15/01/2016 0:45,23.2
15/01/2016 0:50,23.23
15/01/2016 0:55,23.21
15/01/2016 1:00,23.21
15/01/2016 1:05,23.21
15/01/2016 1:10,23.24
15/01/2016 1:15,23.22
15/01/2016 1:20,23.14
15/01/2016 1:25,23.04
15/01/2016 1:30,22.96
15/01/2016 1:35,22.99
15/01/2016 1:40,23.05
15/01/2016 1:45,23.09
15/01/2016 1:50,23.05
15/01/2016 1:55,23.02
15/01/2016 2:00,22.96
15/01/2016 2:05,22.94
15/01/2016 2:10,22.94
15/01/2016 2:20,22.94
15/01/2016 2:25,22.89
15/01/2016 2:30,22.68
15/01/2016 2:35,22.74
15/01/2016 2:40,22.79
15/01/2016 2:45,22.84
15/01/2016 2:50,22.8
15/01/2016 2:55,22.82
15/01/2016 3:05,22.8
15/01/2016 3:10,22.77
15/01/2016 3:15,22.67
15/01/2016 3:20,22.67
15/01/2016 3:25,22.68
15/01/2016 3:35,22.54
15/01/2016 3:40,22.49
15/01/2016 3:50,22.47
15/01/2016 3:55,22.47
15/01/2016 4:00,22.45
15/01/2016 4:05,22.45
15/01/2016 4:10,22.46
15/01/2016 4:20,22.45
15/01/2016 4:25,22.38
15/01/2016 4:35,22.19
15/01/2016 4:40,22.23
15/01/2016 4:45,22.27
15/01/2016 4:50,22.25
15/01/2016 4:55,22.16
15/01/2016 5:00,22.25
15/01/2016 5:05,22.23
15/01/2016 5:10,22.17
15/01/2016 5:15,22.11
15/01/2016 5:20,22.08
15/01/2016 5:25,22.09
15/01/2016 5:30,22.06
15/01/2016 5:35,22.03
15/01/2016 5:40,21.94
15/01/2016 5:45,21.84
15/01/2016 5:50,21.74
15/01/2016 5:55,21.66
15/01/2016 6:00,21.51
15/01/2016 6:05,21.48
15/01/2016 6:10,21.4
15/01/2016 6:15,21.21
15/01/2016 6:20,21.11
15/01/2016 6:25,21.15
15/01/2016 6:35,20.99
15/01/2016 6:40,20.92
15/01/2016 6:45,20.78
15/01/2016 6:50,20.62
15/01/2016 6:55,20.55
15/01/2016 7:00,20.39
15/01/2016 7:05,20.3
15/01/2016 7:10,20.24
15/01/2016 7:15,20.3
15/01/2016 7:20,20.34
15/01/2016 7:25,20.51
15/01/2016 7:30,20.56
15/01/2016 7:35,20.45
15/01/2016 7:40,20.52
15/01/2016 7:45,20.53
15/01/2016 7:50,20.41
15/01/2016 7:55,20.48
15/01/2016 8:00,20.61
15/01/2016 8:05,20.72
15/01/2016 8:10,20.84
15/01/2016 8:15,20.67
15/01/2016 8:20,20.76
15/01/2016 8:25,20.98
15/01/2016 8:30,20.78
15/01/2016 8:35,20.8
15/01/2016 8:40,20.7
15/01/2016 8:45,20.92
15/01/2016 8:50,20.98
15/01/2016 8:55,20.81
15/01/2016 9:00,20.39
15/01/2016 9:05,20.54
15/01/2016 9:10,20.64
15/01/2016 9:15,21
15/01/2016 9:20,21.02
15/01/2016 9:25,21.04
15/01/2016 9:30,20.6
15/01/2016 9:35,20.52
15/01/2016 9:40,20.48
15/01/2016 9:45,20.57
15/01/2016 9:50,20.71
15/01/2016 9:55,20.81
15/01/2016 10:00,21.03
15/01/2016 10:05,21.47
15/01/2016 10:10,21.75
15/01/2016 10:15,21.98
15/01/2016 10:20,21.92
15/01/2016 10:25,22.08
15/01/2016 10:30,22.34
15/01/2016 10:35,22.55
15/01/2016 10:40,21.99
15/01/2016 10:45,21.77
15/01/2016 10:50,21.46
15/01/2016 10:55,21.36
15/01/2016 11:00,21.39
15/01/2016 11:05,21.96
15/01/2016 11:10,21.99
15/01/2016 11:15,21.88
15/01/2016 11:20,22.18
15/01/2016 11:25,22.22
15/01/2016 11:30,22.15
15/01/2016 11:35,23.26
15/01/2016 11:40,22.85
15/01/2016 11:45,23
15/01/2016 11:50,23
15/01/2016 11:55,23.59
15/01/2016 12:00,23.23
15/01/2016 12:05,22.46
15/01/2016 12:10,22.09
15/01/2016 12:15,21.87
15/01/2016 12:20,21.66
15/01/2016 12:25,21.06
15/01/2016 12:30,20.73
15/01/2016 12:35,20.3
15/01/2016 12:40,19.99
15/01/2016 12:50,19.38
15/01/2016 12:55,19.9
15/01/2016 13:00,19.77
15/01/2016 13:05,19.86
15/01/2016 13:10,20.11
15/01/2016 13:15,20.35
15/01/2016 13:20,20.13
15/01/2016 13:25,19.87
15/01/2016 13:30,20.78
15/01/2016 13:35,20.71
15/01/2016 13:40,20.46
15/01/2016 13:45,20.74
15/01/2016 13:50,20.68
15/01/2016 13:55,20.23
15/01/2016 14:00,19.62
15/01/2016 14:05,19.07
15/01/2016 14:10,18.22
15/01/2016 14:15,17.8
15/01/2016 14:20,17.42
15/01/2016 14:25,17.33
15/01/2016 14:30,16.99
15/01/2016 14:35,16.85
15/01/2016 14:40,16.73
15/01/2016 14:45,16.71
15/01/2016 14:50,16.65
15/01/2016 14:55,16.3
15/01/2016 15:00,15.95
15/01/2016 15:05,15.72
15/01/2016 15:10,15.62
15/01/2016 15:15,15.7
15/01/2016 15:20,15.7
15/01/2016 15:25,15.95
15/01/2016 15:30,15.98
15/01/2016 15:35,15.96
15/01/2016 15:40,15.86
15/01/2016 15:45,16.07
15/01/2016 15:50,16.32
15/01/2016 15:55,16.25
15/01/2016 16:00,16
15/01/2016 16:05,15.95
15/01/2016 16:10,16.09
15/01/2016 16:15,15.95
15/01/2016 16:20,15.98
15/01/2016 16:25,15.91
15/01/2016 16:30,16.03
15/01/2016 16:35,15.99
15/01/2016 16:40,15.81
15/01/2016 16:45,15.84
15/01/2016 16:50,15.77
15/01/2016 16:55,16.01
15/01/2016 17:00,15.87
15/01/2016 17:05,15.72
15/01/2016 17:10,15.69
15/01/2016 17:15,15.65
15/01/2016 17:20,15.86
15/01/2016 17:25,16.03
15/01/2016 17:30,16.22
15/01/2016 17:35,15.96
15/01/2016 17:40,15.7
15/01/2016 17:45,15.54
15/01/2016 17:50,15.54
15/01/2016 17:55,15.53
15/01/2016 18:00,15.28
15/01/2016 18:05,15.46
15/01/2016 18:10,15.7
15/01/2016 18:15,15.6
15/01/2016 18:20,15.45
15/01/2016 18:25,15.31
15/01/2016 18:30,15.29
15/01/2016 18:35,15.38
15/01/2016 18:40,15.53
15/01/2016 18:50,15.45
15/01/2016 18:55,15.52
15/01/2016 19:00,15.7
15/01/2016 19:05,15.65
15/01/2016 19:10,15.68
15/01/2016 19:15,15.56
15/01/2016 19:20,15.46
15/01/2016 19:25,15.54
15/01/2016 19:35,15.54
15/01/2016 19:40,15.55
15/01/2016 19:50,15.56
15/01/2016 19:55,15.55
15/01/2016 20:00,15.55
15/01/2016 20:05,15.53
15/01/2016 20:10,15.56
15/01/2016 20:15,15.53
15/01/2016 20:20,15.6
15/01/2016 20:25,15.57
15/01/2016 20:35,15.57
15/01/2016 20:40,15.56
15/01/2016 20:45,15.5
15/01/2016 20:50,15.55
15/01/2016 20:55,15.62
15/01/2016 21:00,15.61
15/01/2016 21:05,15.64
15/01/2016 21:10,15.69
15/01/2016 21:15,15.78
15/01/2016 21:20,15.8
15/01/2016 21:25,15.81
15/01/2016 21:30,15.88
15/01/2016 21:35,15.99
15/01/2016 21:40,16
15/01/2016 21:50,16.01
15/01/2016 21:55,15.95
15/01/2016 22:00,16.01
15/01/2016 22:05,15.96
15/01/2016 22:10,15.99
15/01/2016 22:20,16.08
15/01/2016 22:25,16.08
15/01/2016 22:30,16.18
15/01/2016 22:35,16.2
15/01/2016 22:40,16.18
15/01/2016 22:45,16.18
15/01/2016 22:50,16.23
15/01/2016 22:55,16.12
15/01/2016 23:00,16.12
15/01/2016 23:05,16.09
15/01/2016 23:10,16.12
15/01/2016 23:15,16.13
15/01/2016 23:20,16.22
15/01/2016 23:25,16.23
15/01/2016 23:30,16.25
15/01/2016 23:35,16.27
15/01/2016 23:40,16.23
15/01/2016 23:45,16.25
15/01/2016 23:50,16.27
15/01/2016 23:55,16.21
16/01/2016 0:00,16.19
16/01/2016 0:05,16.11
16/01/2016 0:10,15.88
16/01/2016 0:15,15.75
16/01/2016 0:20,15.72
16/01/2016 0:25,15.5
16/01/2016 0:30,15.34
16/01/2016 0:35,15.52
16/01/2016 0:40,15.65
16/01/2016 0:45,15.81
16/01/2016 0:50,15.88
16/01/2016 0:55,15.93
16/01/2016 1:00,15.89
16/01/2016 1:05,15.88
16/01/2016 1:10,16.04
16/01/2016 1:15,16.01
16/01/2016 1:20,16.02
16/01/2016 1:25,15.93
16/01/2016 1:30,16.05
16/01/2016 1:35,16.04
16/01/2016 1:40,16.14
16/01/2016 1:45,16
16/01/2016 1:50,16
16/01/2016 1:55,15.9
16/01/2016 2:00,15.88
16/01/2016 2:05,15.73
16/01/2016 2:10,15.63
16/01/2016 2:15,15.59
16/01/2016 2:20,15.59
16/01/2016 2:25,15.53
16/01/2016 2:30,15.48
16/01/2016 2:35,15.55
16/01/2016 2:40,15.44
16/01/2016 2:45,15.4
16/01/2016 2:50,15.4
16/01/2016 2:55,15.26
16/01/2016 3:00,15.22
16/01/2016 3:05,15.21
16/01/2016 3:10,15.3
16/01/2016 3:15,15.23
16/01/2016 3:20,15.09
16/01/2016 3:25,15.09
16/01/2016 3:30,15.16
16/01/2016 3:35,15.51
16/01/2016 3:40,15.5
16/01/2016 3:45,15.59
16/01/2016 3:50,15.66
16/01/2016 3:55,15.63
16/01/2016 4:00,15.64
16/01/2016 4:05,15.65
16/01/2016 4:10,15.63
16/01/2016 4:15,15.61
16/01/2016 4:20,15.58
16/01/2016 4:25,15.56
16/01/2016 4:30,15.55
16/01/2016 4:35,15.5
16/01/2016 4:40,15.54
16/01/2016 4:45,15.55
16/01/2016 4:50,15.54
16/01/2016 4:55,15.52
16/01/2016 5:00,15.48
16/01/2016 5:05,15.47
16/01/2016 5:10,15.52
16/01/2016 5:15,15.52
16/01/2016 5:20,15.42
16/01/2016 5:25,15.33
16/01/2016 5:30,15.16
16/01/2016 5:35,15.24
16/01/2016 5:40,15.02
16/01/2016 5:45,14.92
16/01/2016 5:50,14.99
16/01/2016 5:55,15.04
16/01/2016 6:00,15.03
16/01/2016 6:05,15.24
16/01/2016 6:10,15.15
16/01/2016 6:15,14.97
16/01/2016 6:20,14.98
16/01/2016 6:25,14.9
16/01/2016 6:30,14.88
16/01/2016 6:35,14.87
16/01/2016 6:40,14.85
16/01/2016 6:45,14.86
16/01/2016 6:50,14.94
16/01/2016 6:55,15.07
16/01/2016 7:00,15.3
16/01/2016 7:05,15.43
16/01/2016 7:10,15.7
16/01/2016 7:15,15.97
16/01/2016 7:20,16.18
16/01/2016 7:25,15.97
16/01/2016 7:35,16.11
16/01/2016 7:40,16.25
16/01/2016 7:45,16.91
16/01/2016 7:50,16.7
16/01/2016 7:55,16.81
16/01/2016 8:00,16.74
16/01/2016 8:05,17.07
16/01/2016 8:10,17.3
16/01/2016 8:15,17.42
16/01/2016 8:20,17.56
16/01/2016 8:25,17.9
16/01/2016 8:30,18.86
16/01/2016 8:35,17.71
16/01/2016 8:40,19.91
16/01/2016 8:45,20.98
16/01/2016 8:50,20.36
16/01/2016 8:55,19.67
16/01/2016 9:00,20.64
16/01/2016 9:05,21.25
16/01/2016 9:10,20.3
16/01/2016 9:15,19.43
16/01/2016 9:20,19.84
16/01/2016 9:25,21.61
16/01/2016 9:30,22.56
16/01/2016 9:35,21.85
16/01/2016 9:40,22.51
16/01/2016 9:45,23.85
16/01/2016 9:50,22.41
16/01/2016 9:55,23.54
16/01/2016 10:00,21.19
16/01/2016 10:05,21.35
16/01/2016 10:10,21.12
16/01/2016 10:15,20.5
16/01/2016 10:20,20.73
16/01/2016 10:25,20.96
16/01/2016 10:35,21.08
16/01/2016 10:40,21.39
16/01/2016 10:45,20.86
16/01/2016 10:50,21.07
16/01/2016 10:55,20.93
16/01/2016 11:00,21.26
16/01/2016 11:05,23.97
16/01/2016 11:10,23.72
16/01/2016 11:15,23.13
16/01/2016 11:20,25.26
16/01/2016 11:25,21.89
16/01/2016 11:30,21.8
16/01/2016 11:35,24.12
16/01/2016 11:40,23.38
16/01/2016 11:45,24.08
16/01/2016 11:50,23.6
16/01/2016 11:55,24.02
16/01/2016 12:00,23.24
16/01/2016 12:05,23.62
16/01/2016 12:10,23.49
16/01/2016 12:15,24.7
16/01/2016 12:20,24.6
16/01/2016 12:25,24.83
16/01/2016 12:30,26.74
16/01/2016 12:35,26.38
16/01/2016 12:40,26.61
16/01/2016 12:45,26.04
16/01/2016 12:50,26.05
16/01/2016 12:55,27.19
16/01/2016 13:00,26.82
16/01/2016 13:05,27.23
16/01/2016 13:10,27.43
16/01/2016 13:15,27.09
16/01/2016 13:20,27.44
16/01/2016 13:25,27.04
16/01/2016 13:30,27.59
16/01/2016 13:35,27.79
16/01/2016 13:40,27.43
16/01/2016 13:45,27.28
16/01/2016 13:50,27.45
16/01/2016 13:55,28.11
16/01/2016 14:05,28.35
16/01/2016 14:10,27.84
16/01/2016 14:20,29.11
16/01/2016 14:25,28.47
16/01/2016 14:30,28.36
16/01/2016 14:35,27.93
16/01/2016 14:40,28.44
16/01/2016 14:45,29.1
16/01/2016 14:50,28.12
16/01/2016 14:55,27.86
16/01/2016 15:00,28.95
16/01/2016 15:05,27.72
16/01/2016 15:10,29.91
16/01/2016 15:15,30.32
16/01/2016 15:20,27.58
16/01/2016 15:25,27.99
16/01/2016 15:30,29.04
16/01/2016 15:35,29.32
16/01/2016 15:40,28.7
16/01/2016 15:45,28.45
16/01/2016 15:50,28.71
16/01/2016 15:55,28.92
16/01/2016 16:00,29.76
16/01/2016 16:05,27.59
16/01/2016 16:10,28.92
16/01/2016 16:15,28.04
16/01/2016 16:20,25.85
16/01/2016 16:25,29.32
16/01/2016 16:30,27.03
16/01/2016 16:35,26.52
16/01/2016 16:40,29.11
16/01/2016 16:45,26.99
16/01/2016 16:50,27.31
16/01/2016 16:55,29.37
16/01/2016 17:00,28.56
16/01/2016 17:05,27.04
16/01/2016 17:10,29.05
16/01/2016 17:15,27.5
16/01/2016 17:20,25.67
16/01/2016 17:25,27.14
16/01/2016 17:30,26.08
16/01/2016 17:35,26.05
16/01/2016 17:40,28.04
16/01/2016 17:45,26.69
16/01/2016 17:50,24.7
16/01/2016 17:55,25.65
16/01/2016 18:00,26.45
16/01/2016 18:05,27.54
16/01/2016 18:10,25.31
16/01/2016 18:15,25.35
16/01/2016 18:20,25.15
16/01/2016 18:25,24.87
16/01/2016 18:30,24.5
16/01/2016 18:35,24.59
16/01/2016 18:40,24.59
16/01/2016 18:45,24.9
16/01/2016 18:50,25.4
16/01/2016 18:55,24.69
16/01/2016 19:00,25.85
16/01/2016 19:05,24.43
16/01/2016 19:10,24.2
16/01/2016 19:15,24.64
16/01/2016 19:20,24.9
16/01/2016 19:25,24.5
16/01/2016 19:30,23.72
16/01/2016 19:35,23.64
16/01/2016 19:40,23.45
16/01/2016 19:45,23.27
16/01/2016 19:50,23.25
16/01/2016 19:55,22.96
16/01/2016 20:00,22.87
